"","PlayerShort","Height","Weight","Position1","Club","Country","Rater1","Rater2","Rater","Skintone","Position","Games","Victories","Ties","Defeats","Goals","YellowCards","YellowReds","RedCards","RedCardsRate"
"906","hugo-lloris",186,73,"Goalkeeper","Tottenham Hotspur","England",0,0.25,0.125,"very light","GK",395,182,116,97,0,6,0,2,0.00506329113924051
"907","fabien-audard",188,89,"Goalkeeper","FC Lorient","France",0,0.25,0.125,"very light","GK",240,76,79,85,0,11,0,5,0.0208333333333333
"908","mickael-landreau",184,80,"Goalkeeper","Lille OSC","France",0,0.25,0.125,"very light","GK",703,299,192,212,0,13,0,1,0.00142247510668563
"909","nicolas-penneteau",185,78,"Goalkeeper","Valenciennes FC","France",0,0.25,0.125,"very light","GK",408,116,116,176,0,12,0,4,0.00980392156862745
"910","patrick-rakovsky",187,85,"Goalkeeper","1. FC N_rnberg","Germany",0,0.25,0.125,"very light","GK",67,34,18,15,0,2,0,0,0
"911","christian-wetklo",190,90,"Goalkeeper","1. FSV Mainz 05","Germany",0,0.25,0.125,"very light","GK",183,69,45,69,0,20,0,3,0.0163934426229508
"912","heinz-mueller",196,94,"Goalkeeper","1. FSV Mainz 05","Germany",0,0.25,0.125,"very light","GK",180,60,52,68,0,11,0,1,0.00555555555555556
"913","lukas-raeder",194,86,"Goalkeeper","Bayern M_nchen","Germany",0,0.25,0.125,"very light","GK",77,57,9,11,0,3,0,0,0
"914","marc-andre-ter-stegen",189,85,"Goalkeeper","Bor. M_nchengladbach","Germany",0,0.25,0.125,"very light","GK",177,85,45,47,0,10,0,0,0
"915","christofer-heimeroth",194,91,"Goalkeeper","Bor. M_nchengladbach","Germany",0,0.25,0.125,"very light","GK",108,40,21,47,0,2,0,0,0
"916","alexander-manninger",188,83,"Goalkeeper","FC Augsburg","Germany",0,0.25,0.125,"very light","GK",322,115,96,111,0,11,0,1,0.0031055900621118
"917","nikos-papadopoulos",190,82,"Goalkeeper","Fortuna D_sseldorf","Germany",0,0.25,0.125,"very light","GK",15,3,2,10,0,0,0,0,0
"918","alexander-schwolow",189,83,"Goalkeeper","SC Freiburg","Germany",0,0.25,0.125,"very light","GK",89,41,22,26,0,1,0,0,0
"919","wolfgang-hesl",186,87,"Goalkeeper","SpVgg Greuther F_rth","Germany",0,0.25,0.125,"very light","GK",181,70,44,67,0,3,0,0,0
"920","marc-ziegler",194,85,"Goalkeeper","VfB Stuttgart","Germany",0,0.25,0.125,"very light","GK",185,75,46,64,0,6,0,0,0
"921","asenjo_2",189,85,"Goalkeeper","Atl©tico Madrid","Spain",0,0.25,0.125,"very light","GK",148,62,31,55,0,5,1,0,0
"922","joel",195,85,"Goalkeeper","Atl©tico Madrid","Spain",0,0.25,0.125,"very light","GK",41,22,4,15,0,1,0,0,0
"923","german-lux",186,78,"Goalkeeper","Deportivo La Coru±a","Spain",0,0.25,0.125,"very light","GK",162,66,46,50,0,13,0,0,0
"924","moya",189,82,"Goalkeeper","Getafe CF","Spain",0,0.25,0.125,"very light","GK",219,78,55,86,0,11,0,2,0.0091324200913242
"925","roberto_5",192,76,"Goalkeeper","Real Zaragoza","Spain",0,0.25,0.125,"very light","GK",178,87,26,65,0,16,0,0,0
"926","diego-lopez",196,89,"Goalkeeper","Sevilla FC","Spain",0,0.25,0.125,"very light","GK",300,150,68,82,0,20,0,3,0.01
"927","kieran-richardson",175,69,"Left Midfielder","Fulham FC","England",0.75,0.5,0.625,"dark","Mid",299,121,64,114,37,63,1,0,0
"928","yacine-brahimi",175,65,"Attacking Midfielder","Granada CF","Spain",0.75,0.5,0.625,"dark","Mid",149,59,30,60,19,20,2,0,0
"929","michel-bastos",177,71,"Left Midfielder","Olympique Lyon","France",0.5,0.75,0.625,"dark","Mid",297,127,87,83,65,27,1,0,0
"930","joel-matip",193,89,"Defensive Midfielder","FC Schalke 04","Germany",0.5,0.75,0.625,"dark","Mid",226,114,44,68,26,23,1,1,0.00442477876106195
"931","daniel-didavi",179,77,"Left Midfielder","VfB Stuttgart","Germany",0.5,0.75,0.625,"dark","Mid",131,50,25,56,26,13,1,0,0
"932","julio-baptista",183,72,"Attacking Midfielder","Mlaga CF","Spain",0.5,0.75,0.625,"dark","Mid",350,179,79,92,107,33,1,1,0.00285714285714286
"933","abou-diaby",188,75,"Center Midfielder","Arsenal FC","England",0.75,0.75,0.75,"dark","Mid",208,109,51,48,21,24,0,2,0.00961538461538462
"934","john-mikel",188,86,"Center Midfielder","Chelsea FC","England",0.75,0.75,0.75,"dark","Mid",351,205,78,68,6,64,1,3,0.00854700854700855
"935","mickaeel-tavares",186,76,"Defensive Midfielder","Fulham FC","England",0.75,0.75,0.75,"dark","Mid",86,33,19,34,2,8,0,0,0
"936","raheem-sterling",170,69,"Right Midfielder","Liverpool FC","England",0.75,0.75,0.75,"dark","Mid",89,51,15,23,16,9,0,0,0
"937","anderson_7",176,69,"Center Midfielder","Manchester United","England",0.75,0.75,0.75,"dark","Mid",220,148,27,45,13,19,0,0,0
"938","ashley-young",180,65,"Left Midfielder","Manchester United","England",0.75,0.75,0.75,"dark","Mid",419,193,114,112,77,57,1,2,0.00477326968973747
"939","wilson-palacios",178,71,"Defensive Midfielder","Stoke City","England",0.75,0.75,0.75,"dark","Mid",256,103,64,89,4,56,1,3,0.01171875
"940","stephane-sessegnon",172,72,"Right Midfielder","Sunderland AFC","England",0.75,0.75,0.75,"dark","Mid",303,101,89,113,41,38,0,5,0.0165016501650165
"941","kalilou-traore",192,76,"Defensive Midfielder","FC Sochaux","France",0.75,0.75,0.75,"dark","Mid",109,39,23,47,13,27,2,1,0.00917431192660551
"942","landry-nguemo",173,70,"Attacking Midfielder","Girondins Bordeaux","France",0.75,0.75,0.75,"dark","Mid",267,112,76,79,7,42,2,0,0
"943","abdou-traore_2",180,74,"Right Midfielder","Girondins Bordeaux","France",0.75,0.75,0.75,"dark","Mid",97,41,23,33,3,11,1,0,0
"944","rio-mavuba",171,64,"Defensive Midfielder","Lille OSC","France",0.75,0.75,0.75,"dark","Mid",412,192,126,94,7,43,0,1,0.00242718446601942
"945","jonathan-tinhan",178,69,"Defensive Midfielder","Montpellier HSC","France",0.75,0.75,0.75,"dark","Mid",51,10,17,24,4,5,0,0,0
"946","arnold-mvuemba",172,67,"Defensive Midfielder","Olympique Lyon","France",0.75,0.75,0.75,"dark","Mid",219,78,60,81,15,10,0,0,0
"947","andre-ayew",176,72,"Attacking Midfielder","Olympique Marseille","France",0.75,0.75,0.75,"dark","Mid",246,107,66,73,56,45,0,1,0.0040650406504065
"948","blaise-matuidi",175,70,"Defensive Midfielder","Paris Saint-Germain","France",0.75,0.75,0.75,"dark","Mid",364,167,89,108,21,59,2,0,0
"949","charlison-benschop",191,90,"Attacking Midfielder","Stade Brest","France",0.75,0.75,0.75,"dark","Mid",152,55,26,71,31,12,1,0,0
"950","bocoundji-ca",172,69,"Defensive Midfielder","Stade Reims","France",0.75,0.75,0.75,"dark","Mid",196,77,53,66,4,28,1,1,0.00510204081632653
"951","luiz-gustavo",187,80,"Defensive Midfielder","Bayern M_nchen","Germany",0.75,0.75,0.75,"dark","Mid",258,159,44,55,13,63,6,1,0.00387596899224806
"952","giovanni-sio",181,77,"Left Midfielder","FC Augsburg","Germany",0.75,0.75,0.75,"dark","Mid",125,53,36,36,35,30,1,2,0.016
"953","cedric-makiadi",177,77,"Attacking Midfielder","SC Freiburg","Germany",0.75,0.75,0.75,"dark","Mid",307,101,81,125,43,33,0,0,0
"954","karim-guede",184,85,"Defensive Midfielder","SC Freiburg","Germany",0.75,0.75,0.75,"dark","Mid",117,38,34,45,9,21,2,2,0.0170940170940171
"955","rafinha_4",172,65,"Attacking Midfielder","FC Barcelona","Spain",0.75,0.75,0.75,"dark","Mid",121,45,30,46,23,20,0,1,0.00826446280991736
"956","ruben-garcia_3",171,72,"Right Midfielder","Levante UD","Spain",0.75,0.75,0.75,"dark","Mid",81,33,18,30,7,14,0,0,0
"957","eliseu",177,74,"Left Midfielder","Mlaga CF","Spain",0.75,0.75,0.75,"dark","Mid",222,84,52,86,27,49,1,3,0.0135135135135135
"958","romaric",187,88,"Defensive Midfielder","Real Zaragoza","Spain",0.75,0.75,0.75,"dark","Mid",365,143,87,135,45,64,1,3,0.00821917808219178
"959","santi-cazorla",168,66,"Right Midfielder","Arsenal FC","England",0.25,0.25,0.25,"light","Mid",466,255,98,113,76,39,0,0,0
"960","nico-yennaris",174,65,"Defensive Midfielder","Arsenal FC (R)","England",0.25,0.25,0.25,"light","Mid",14,6,5,3,0,1,0,0,0
"961","stephen-ireland",175,68,"Attacking Midfielder","Aston Villa","England",0.25,0.25,0.25,"light","Mid",270,96,62,112,31,19,0,1,0.0037037037037037
"962","stilian-petrov",180,77,"Center Midfielder","Aston Villa","England",0.25,0.25,0.25,"light","Mid",465,234,112,119,52,74,1,0,0
"963","oriol-romeu",182,79,"Defensive Midfielder","Chelsea FC","England",0.25,0.25,0.25,"light","Mid",96,53,25,18,2,20,0,1,0.0104166666666667
"964","bradden-inman",176,71,"Attacking Midfielder","Crewe Alexandra","England",0.25,0.25,0.25,"light","Mid",59,18,15,26,9,6,0,0,0
"965","marouane-fellaini",194,85,"Defensive Midfielder","Everton FC","England",0.25,0.25,0.25,"light","Mid",324,147,93,84,51,81,4,2,0.00617283950617284
"966","steven-sidwell",178,70,"Center Midfielder","Fulham FC","England",0.25,0.25,0.25,"light","Mid",399,187,90,122,57,67,2,2,0.0050125313283208
"967","sascha-riether",174,70,"Defensive Midfielder","Fulham FC","England",0.25,0.25,0.25,"light","Mid",417,169,89,159,13,43,0,0,0
"968","simon-davies",178,72,"Left Midfielder","Fulham FC","England",0.25,0.25,0.25,"light","Mid",411,143,99,169,41,22,1,0,0
"969","lucas-leiva",179,74,"Center Midfielder","Liverpool FC","England",0.25,0.25,0.25,"light","Mid",286,159,60,67,11,49,2,2,0.00699300699300699
"970","david-silva_2",170,67,"Attacking Midfielder","Manchester City","England",0.25,0.25,0.25,"light","Mid",450,275,77,98,82,44,1,2,0.00444444444444444
"971","james-milner",170,67,"Right Midfielder","Manchester City","England",0.25,0.25,0.25,"light","Mid",537,265,121,151,55,60,0,1,0.00186219739292365
"972","shinji-kagawa",172,63,"Attacking Midfielder","Manchester United","England",0.25,0.25,0.25,"light","Mid",193,116,35,42,58,9,0,0,0
"973","hatem-ben-arfa",177,69,"Left Midfielder","Newcastle United","England",0.25,0.25,0.25,"light","Mid",261,123,64,74,39,15,0,1,0.00383141762452107
"974","jermaine-jenas",179,76,"Center Midfielder","Nottingham Forest","England",0.25,0.25,0.25,"light","Mid",422,189,108,125,44,49,0,1,0.0023696682464455
"975","kieron-dyer",171,65,"Attacking Midfielder","Queens Park Rangers","England",0.25,0.25,0.25,"light","Mid",332,141,75,116,38,7,0,2,0.00602409638554217
"976","ji-sung-park",175,70,"Attacking Midfielder","Queens Park Rangers","England",0.25,0.25,0.25,"light","Mid",411,243,81,87,55,12,1,0,0
"977","adel-taarabt",180,78,"Left Midfielder","Queens Park Rangers","England",0.25,0.25,0.25,"light","Mid",209,67,56,86,41,23,1,0,0
"978","jake-livermore",180,77,"Center Midfielder","Tottenham Hotspur","England",0.25,0.25,0.25,"light","Mid",139,58,21,60,6,18,0,0,0
"979","iago-falque",173,67,"Left Midfielder","Tottenham Hotspur","England",0.25,0.25,0.25,"light","Mid",103,45,15,43,17,12,0,0,0
"980","aaron-lennon",165,63,"Right Midfielder","Tottenham Hotspur","England",0.25,0.25,0.25,"light","Mid",412,200,97,115,31,11,0,0,0
"981","andros-townsend",183,76,"Left Midfielder","Tottenham Hotspur (R)","England",0.25,0.25,0.25,"light","Mid",158,67,33,58,17,15,0,1,0.00632911392405063
"982","yossi-benayoun",178,70,"Attacking Midfielder","West Ham United","England",0.25,0.25,0.25,"light","Mid",456,201,105,150,88,31,1,0,0
"983","matthew-taylor",178,73,"Left Midfielder","West Ham United","England",0.25,0.25,0.25,"light","Mid",435,159,101,175,54,41,0,1,0.00229885057471264
"984","jeremy-clement",174,61,"Defensive Midfielder","AS Saint-_tienne","France",0.25,0.25,0.25,"light","Mid",325,154,91,80,6,40,0,1,0.00307692307692308
"985","bnel-nicoli",175,71,"Right Midfielder","AS Saint-_tienne","France",0.25,0.25,0.25,"light","Mid",249,116,66,67,28,53,1,0,0
"986","fabien-camus",176,68,"Left Midfielder","ESTAC Troyes","France",0.25,0.25,0.25,"light","Mid",267,104,65,98,36,28,3,1,0.00374531835205993
"987","ryad-boudebouz",172,59,"Right Midfielder","FC Sochaux","France",0.25,0.25,0.25,"light","Mid",213,64,57,92,29,15,1,0,0
"988","ludovic-obraniak",171,68,"Attacking Midfielder","Girondins Bordeaux","France",0.25,0.25,0.25,"light","Mid",379,144,117,118,48,48,0,4,0.0105540897097625
"989","jaroslav-plasil",183,72,"Right Midfielder","Girondins Bordeaux","France",0.25,0.25,0.25,"light","Mid",488,197,146,145,33,51,1,1,0.00204918032786885
"990","marvin-martin",171,63,"Attacking Midfielder","Lille OSC","France",0.25,0.25,0.25,"light","Mid",213,83,52,78,10,35,0,0,0
"991","viktor-klonaridis",178,70,"Attacking Midfielder","Lille OSC","France",0.25,0.25,0.25,"light","Mid",64,31,13,20,15,4,1,0,0
"992","benoit-pedretti",177,69,"Defensive Midfielder","Lille OSC","France",0.25,0.25,0.25,"light","Mid",438,194,119,125,30,83,1,1,0.00228310502283105
"993","younes-belhanda",174,75,"Attacking Midfielder","Montpellier HSC","France",0.25,0.25,0.25,"light","Mid",173,77,42,54,37,32,2,3,0.0173410404624277
"994","camel-meriem",174,70,"Attacking Midfielder","OGC Nice","France",0.25,0.25,0.25,"light","Mid",381,126,114,141,27,22,0,0,0
"995","steed-malbranque",173,72,"Attacking Midfielder","Olympique Lyon","France",0.25,0.25,0.25,"light","Mid",578,234,148,196,70,48,0,0,0
"996","morgan-amalfitano",176,68,"Right Midfielder","Olympique Marseille","France",0.25,0.25,0.25,"light","Mid",250,85,79,86,20,50,0,1,0.004
"997","marco-verratti",165,60,"Attacking Midfielder","Paris Saint-Germain","France",0.25,0.25,0.25,"light","Mid",144,86,28,30,2,40,4,1,0.00694444444444444
"998","javier-pastore",187,78,"Attacking Midfielder","Paris Saint-Germain","France",0.25,0.25,0.25,"light","Mid",246,139,45,62,50,22,2,1,0.0040650406504065
"999","thiago-motta",186,75,"Center Midfielder","Paris Saint-Germain","France",0.25,0.25,0.25,"light","Mid",349,210,77,62,37,92,3,9,0.0257879656160458
"1000","clement-chantome",179,71,"Defensive Midfielder","Paris Saint-Germain","France",0.25,0.25,0.25,"light","Mid",231,102,67,62,9,36,2,0,0
"1001","nene_2",181,70,"Left Midfielder","Paris Saint-Germain","France",0.25,0.25,0.25,"light","Mid",335,132,86,117,90,41,1,1,0.00298507462686567
"1002","julien-sable",181,73,"Defensive Midfielder","SC Bastia","France",0.25,0.25,0.25,"light","Mid",338,109,104,125,10,40,1,1,0.0029585798816568
"1003","geoffrey-dernis",171,66,"Left Midfielder","Stade Brest","France",0.25,0.25,0.25,"light","Mid",277,116,66,95,29,46,0,1,0.0036101083032491
"1004","kamel-chafni",181,70,"Left Midfielder","Stade Brest","France",0.25,0.25,0.25,"light","Mid",217,67,54,96,11,40,1,0,0
"1005","romain-danze",184,71,"Right Midfielder","Stade Rennes","France",0.25,0.25,0.25,"light","Mid",241,104,68,69,8,21,0,0,0
"1006","julien-feret",186,73,"Right Midfielder","Stade Rennes","France",0.25,0.25,0.25,"light","Mid",205,72,52,81,39,12,0,0,0
"1007","pantxi-sirieix",180,70,"Defensive Midfielder","Toulouse FC","France",0.25,0.25,0.25,"light","Mid",246,100,74,72,11,32,2,1,0.0040650406504065
"1008","foued-kadir",179,68,"Attacking Midfielder","Valenciennes FC","France",0.25,0.25,0.25,"light","Mid",178,58,60,60,24,13,0,0,0
"1009","dusan-djuric",180,73,"Attacking Midfielder","Valenciennes FC","France",0.25,0.25,0.25,"light","Mid",171,80,34,57,33,16,0,0,0
"1010","timo-gebhart",182,83,"Attacking Midfielder","1. FC N_rnberg","Germany",0.25,0.25,0.25,"light","Mid",177,82,38,57,21,45,2,0,0
"1011","almog-cohen",169,68,"Defensive Midfielder","1. FC N_rnberg","Germany",0.25,0.25,0.25,"light","Mid",116,46,27,43,3,27,0,2,0.0172413793103448
"1012","andreas-ivanschitz",184,82,"Attacking Midfielder","1. FSV Mainz 05","Germany",0.25,0.25,0.25,"light","Mid",460,188,122,150,76,62,0,1,0.00217391304347826
"1013","marco-caligiuri",180,75,"Defensive Midfielder","1. FSV Mainz 05","Germany",0.25,0.25,0.25,"light","Mid",240,86,63,91,13,25,0,0,0
"1014","julian-baumgartlinger",183,82,"Defensive Midfielder","1. FSV Mainz 05","Germany",0.25,0.25,0.25,"light","Mid",252,105,67,80,5,49,4,1,0.00396825396825397
"1015","boris-vukcevic",182,76,"Attacking Midfielder","1899 Hoffenheim","Germany",0.25,0.25,0.25,"light","Mid",112,47,29,36,10,6,0,0,0
"1016","sejad-salihovic",180,81,"Center Midfielder","1899 Hoffenheim","Germany",0.25,0.25,0.25,"light","Mid",339,136,81,122,90,77,4,2,0.00589970501474926
"1017","stephan-schroeck",170,68,"Right Midfielder","1899 Hoffenheim","Germany",0.25,0.25,0.25,"light","Mid",229,103,50,76,9,49,4,0,0
"1018","sidney-sam",174,71,"Attacking Midfielder","Bayer Leverkusen","Germany",0.25,0.25,0.25,"light","Mid",251,119,64,68,61,29,1,0,0
"1019","hajime-hosogai",177,69,"Defensive Midfielder","Bayer Leverkusen","Germany",0.25,0.25,0.25,"light","Mid",192,84,39,69,10,31,0,0,0
"1020","anatoliy-tymoshchuk",181,75,"Defensive Midfielder","Bayern M_nchen","Germany",0.25,0.25,0.25,"light","Mid",406,229,83,94,23,62,2,2,0.00492610837438424
"1021","bastian-schweinsteiger",183,79,"Defensive Midfielder","Bayern M_nchen","Germany",0.25,0.25,0.25,"light","Mid",611,397,113,101,91,90,2,1,0.0016366612111293
"1022","xherdan-shaqiri",169,72,"Left Midfielder","Bayern M_nchen","Germany",0.25,0.25,0.25,"light","Mid",224,150,39,35,47,23,0,1,0.00446428571428571
"1023","franck-ribery",170,72,"Left Midfielder","Bayern M_nchen","Germany",0.25,0.25,0.25,"light","Mid",466,286,93,87,127,46,3,3,0.00643776824034335
"1024","thorben-marx",184,83,"Defensive Midfielder","Bor. M_nchengladbach","Germany",0.25,0.25,0.25,"light","Mid",317,136,75,106,17,56,0,0,0
"1025","amin-younes",168,67,"Right Midfielder","Bor. M_nchengladbach","Germany",0.25,0.25,0.25,"light","Mid",101,47,22,32,11,1,0,0,0
"1026","moritz-leitner",176,66,"Attacking Midfielder","Borussia Dortmund","Germany",0.25,0.25,0.25,"light","Mid",138,72,32,34,9,15,1,1,0.0072463768115942
"1027","lkay-guendogan",180,79,"Attacking Midfielder","Borussia Dortmund","Germany",0.25,0.25,0.25,"light","Mid",168,94,30,44,31,12,0,0,0
"1028","mustafa-amini",175,73,"Center Midfielder","Borussia Dortmund","Germany",0.25,0.25,0.25,"light","Mid",77,33,22,22,5,12,0,0,0
"1029","benjamin-koehler",172,66,"Left Midfielder","Eintracht Frankfurt","Germany",0.25,0.25,0.25,"light","Mid",357,149,85,123,52,32,0,1,0.00280112044817927
"1030","jermaine-jones",184,81,"Defensive Midfielder","FC Schalke 04","Germany",0.25,0.25,0.25,"light","Mid",359,166,82,111,27,122,9,1,0.00278551532033426
"1031","andreas-lambertz",172,69,"Defensive Midfielder","Fortuna D_sseldorf","Germany",0.25,0.25,0.25,"light","Mid",294,132,74,88,39,62,4,1,0.00340136054421769
"1032","adam-bodzek",184,79,"Defensive Midfielder","Fortuna D_sseldorf","Germany",0.25,0.25,0.25,"light","Mid",211,88,63,60,9,66,1,0,0
"1033","andre-fomitschow",180,74,"Left Midfielder","Fortuna D_sseldorf","Germany",0.25,0.25,0.25,"light","Mid",136,60,28,48,32,15,1,2,0.0147058823529412
"1034","tolgay-arslan",180,77,"Attacking Midfielder","Hamburger SV","Germany",0.25,0.25,0.25,"light","Mid",156,63,32,61,41,29,0,1,0.00641025641025641
"1035","tomas-rincon",175,75,"Defensive Midfielder","Hamburger SV","Germany",0.25,0.25,0.25,"light","Mid",177,61,44,72,0,43,2,2,0.0112994350282486
"1036","lars-stindl",180,78,"Attacking Midfielder","Hannover 96","Germany",0.25,0.25,0.25,"light","Mid",247,96,55,96,39,58,2,0,0
"1037","manuel-schmiedebach",170,70,"Defensive Midfielder","Hannover 96","Germany",0.25,0.25,0.25,"light","Mid",236,105,44,87,17,40,1,1,0.00423728813559322
"1038","sofian-chahed",178,73,"Defensive Midfielder","Hannover 96","Germany",0.25,0.25,0.25,"light","Mid",237,103,58,76,9,35,2,1,0.00421940928270042
"1039","konstantin-rausch",182,78,"Left Midfielder","Hannover 96","Germany",0.25,0.25,0.25,"light","Mid",225,91,52,82,14,21,0,0,0
"1040","daniel-caligiuri",182,79,"Attacking Midfielder","SC Freiburg","Germany",0.25,0.25,0.25,"light","Mid",196,89,42,65,37,34,0,2,0.0102040816326531
"1041","johannes-flum",190,80,"Defensive Midfielder","SC Freiburg","Germany",0.25,0.25,0.25,"light","Mid",223,87,56,80,14,38,1,0,0
"1042","ezequiel_3",169,59,"Left Midfielder","SC Freiburg","Germany",0.25,0.25,0.25,"light","Mid",85,36,19,30,3,11,0,1,0.0117647058823529
"1043","tamas-hajnal",170,67,"Attacking Midfielder","VfB Stuttgart","Germany",0.25,0.25,0.25,"light","Mid",348,129,89,130,59,40,1,0,0
"1044","diego",173,73,"Attacking Midfielder","VfL Wolfsburg","Germany",0.25,0.25,0.25,"light","Mid",400,197,86,117,109,83,1,1,0.0025
"1045","josue",170,66,"Defensive Midfielder","VfL Wolfsburg","Germany",0.25,0.25,0.25,"light","Mid",325,163,69,93,5,74,1,3,0.00923076923076923
"1046","christian-traesch",180,75,"Defensive Midfielder","VfL Wolfsburg","Germany",0.25,0.25,0.25,"light","Mid",276,115,65,96,10,29,1,1,0.0036231884057971
"1047","kevin-pannewitz",185,90,"Defensive Midfielder","VfL Wolfsburg","Germany",0.25,0.25,0.25,"light","Mid",132,67,23,42,13,30,1,1,0.00757575757575758
"1048","makoto-hasebe",180,72,"Right Midfielder","VfL Wolfsburg","Germany",0.25,0.25,0.25,"light","Mid",245,111,62,72,8,26,1,2,0.00816326530612245
"1049","levent-aycicek",169,67,"Attacking Midfielder","Werder Bremen","Germany",0.25,0.25,0.25,"light","Mid",45,26,6,13,11,4,0,0,0
"1050","mehmet-ekici",180,79,"Attacking Midfielder","Werder Bremen","Germany",0.25,0.25,0.25,"light","Mid",171,67,47,57,31,26,0,0,0
"1051","aleksandar-ignjovski",175,68,"Defensive Midfielder","Werder Bremen","Germany",0.25,0.25,0.25,"light","Mid",136,50,36,50,1,22,1,0,0
"1052","philipp-bargfrede",174,71,"Defensive Midfielder","Werder Bremen","Germany",0.25,0.25,0.25,"light","Mid",153,61,37,55,5,34,1,0,0
